situacao_estudante;aluno_id;ano;curso;idade;genero;renda_familiar;tem_bolsa;trabalha;frequencia;media_notas;n_reprovacoes;apoio_familiar;evadiu
Ingressante;2024_02075;2024;Engenharia;19;Outro;31070;1;1;0;0;0;1;
Ingressante;2024_02077;2024;Engenharia;26;Outro;99000;0;0;0;0;0;0;
Ingressante;2024_02079;2024;Direito;18;Masculino;110970;0;1;0;0;0;1;
Ingressante;2024_02083;2024;Medicina;21;Outro;142030;1;0;0;0;0;1;
Ingressante;2024_02085;2024;Medicina;27;Feminino;57340;0;0;0;0;0;1;
Ingressante;2024_02088;2024;Arquitetura;26;Masculino;129230;1;0;0;0;0;1;
Ingressante;2024_02089;2024;Direito;17;Feminino;59430;0;0;0;0;0;1;
Ingressante;2024_02090;2024;Pedagogia;25;Masculino;101580;1;0;0;0;0;0;
Ingressante;2024_02091;2024;Pedagogia;27;Masculino;143330;1;1;0;0;0;1;
Ingressante;2024_02094;2024;Psicologia;20;Masculino;30860;0;0;0;0;0;1;
Ingressante;2024_02100;2024;Administração;22;Masculino;87310;0;0;0;0;0;1;
Ingressante;2024_02102;2024;Medicina;24;Feminino;78770;0;1;0;0;0;1;
Ingressante;2024_02103;2024;Computação;25;Masculino;112450;0;0;0;0;0;1;
Ingressante;2024_02105;2024;Pedagogia;26;Masculino;68630;0;1;0;0;0;1;
Ingressante;2024_02107;2024;Psicologia;28;Outro;75590;0;0;0;0;0;1;
Ingressante;2024_02110;2024;Psicologia;22;Masculino;88280;1;0;0;0;0;1;
Ingressante;2024_02112;2024;Direito;24;Masculino;81250;0;1;0;0;0;0;
Ingressante;2024_02113;2024;Psicologia;29;Masculino;39550;0;1;0;0;0;1;
Ingressante;2024_02114;2024;Pedagogia;25;Feminino;17460;0;0;0;0;0;1;
Ingressante;2024_02115;2024;Administração;19;Masculino;48520;0;1;0;0;0;1;
Ingressante;2024_01618;2024;Pedagogia;20;Feminino;2721254332223651,0;0;1;0;0;0;0;
Ingressante;2024_01471;2024;Medicina;21;Masculino;5266934587765097,0;0;1;0;0;0;0;
Ingressante;2024_00432;2024;Psicologia;23;Masculino;3,9475149794016216e+16;0;1;0;0;0;0;
Ingressante;2024_01506;2024;Medicina;23;Masculino;4,198769209228387e+16;0;1;0;0;0;0;
Ingressante;2024_01064;2024;Arquitetura;28;Masculino;6172803240139174,0;0;1;0;0;0;0;
Ingressante;2024_00715;2024;Administração;25;Masculino;4,331348607622074e+16;0;1;0;0;0;0;
Ingressante;2024_00873;2024;Engenharia;23;Masculino;4692161735735184,0;0;1;0;0;0;0;
Ingressante;2024_01185;2024;Arquitetura;18;Masculino;3425264785245965,0;0;1;0;0;0;0;
Ingressante;2024_01655;2024;Pedagogia;28;Masculino;4,23951074977604e+16;0;1;0;0;0;0;
Ingressante;2024_00888;2024;Administração;20;Outro;3363617763578909,0;0;1;0;0;0;0;
Ingressante;2024_01293;2024;Direito;27;Feminino;2439175542610662,0;0;1;0;0;0;0;
Ingressante;2024_01815;2024;Engenharia;21;Masculino;5620691560288267,0;0;1;0;0;0;0;
Ingressante;2024_00544;2024;Arquitetura;17;Feminino;6009276791330097,0;0;1;0;0;0;0;
Ingressante;2024_00892;2024;Arquitetura;17;Outro;5716942076057687,0;0;1;0;0;0;0;
Ingressante;2024_01435;2024;Computação;22;Masculino;4780964262803434,0;0;1;0;0;0;0;
Ingressante;2024_00914;2024;Medicina;27;Masculino;4278714681075379,0;0;1;0;0;0;0;
Ingressante;2024_01893;2024;Medicina;21;Feminino;7180001897430951,0;0;1;0;0;0;0;
Ingressante;2024_01724;2024;Psicologia;28;Feminino;5,114490710817309e+16;0;1;0;0;0;0;
Ingressante;2024_00620;2024;Computação;27;Feminino;4875091265778386,0;0;1;0;0;0;0;
Ingressante;2024_01352;2024;Arquitetura;23;Feminino;2,1538523948386144e+16;0;1;0;0;0;0;
Ingressante;2024_01357;2024;Arquitetura;21;Outro;4,047486965756938e+16;0;1;0;0;0;0;
Ingressante;2024_01418;2024;Engenharia;28;Masculino;4392936685381403,0;0;1;0;0;0;0;
Ingressante;2024_00636;2024;Direito;27;Masculino;5481034215363993,0;0;1;0;0;0;0;
Ingressante;2024_01576;2024;Direito;28;Outro;520161528036127,0;0;1;0;0;0;0;
Ingressante;2024_01190;2024;Arquitetura;29;Masculino;5647430556760668,0;0;1;0;0;0;0;
Ingressante;2024_01840;2024;Administração;23;Masculino;6589299569252769,0;0;1;0;0;0;0;
Ingressante;2024_00128;2024;Psicologia;17;Feminino;6877914432296561,0;0;1;0;0;0;0;
Ingressante;2024_00070;2024;Administração;18;Feminino;6308738457358966,0;0;1;0;0;0;0;
Ingressante;2024_01991;2024;Administração;27;Masculino;7733142175729608,0;0;1;0;0;0;0;
Ingressante;2024_00281;2024;Engenharia;19;Masculino;2,1093954960581696e+16;0;1;0;0;0;0;
Ingressante;2024_02026;2024;Engenharia;27;Feminino;3,174667914101277e+16;0;1;0;0;0;0;
Ingressante;2024_02051;2024;Engenharia;20;Masculino;2,045377249868853e+16;0;1;0;0;0;0;
Ingressante;2024_00693;2024;Psicologia;18;Feminino;5884848284927618,0;0;1;0;0;0;0;
Ingressante;2024_01532;2024;Direito;24;Masculino;7388183293699922,0;0;1;0;0;0;0;
Ingressante;2024_01315;2024;Pedagogia;27;Masculino;3460893779457796,0;0;1;0;0;0;0;
Ingressante;2024_00599;2024;Engenharia;23;Outro;7606616160833086,0;0;1;0;0;0;0;
Ingressante;2024_01702;2024;Computação;29;Masculino;4,109736123437806e+16;0;1;0;0;0;0;
Ingressante;2024_00240;2024;Administração;27;Feminino;2,608524970695299e+16;0;1;0;0;0;0;
Ingressante;2024_00109;2024;Administração;22;Outro;4915230555117954,0;0;1;0;0;0;0;
Ingressante;2024_01447;2024;Psicologia;29;Masculino;3540659406323048,0;0;1;0;0;0;0;
Ingressante;2024_00350;2024;Medicina;27;Masculino;3709237411771537,0;0;1;0;0;0;0;
Ingressante;2024_01797;2024;Administração;23;Feminino;3843739789557719,0;0;1;0;0;0;0;
Ingressante;2024_00786;2024;Direito;17;Feminino;681815538699598,0;0;1;0;0;0;0;
Ingressante;2024_02049;2024;Pedagogia;19;Feminino;5234967660051527,0;0;1;0;0;0;0;
Ingressante;2024_01917;2024;Engenharia;29;Feminino;3867846194936022,5;0;1;0;0;0;0;
Ingressante;2024_00408;2024;Pedagogia;20;Masculino;566200269986551,0;0;1;0;0;0;0;
Ingressante;2024_01105;2024;Arquitetura;25;Feminino;6296904045339161,0;0;1;0;0;0;0;
Ingressante;2024_01971;2024;Engenharia;17;Masculino;3,635744004401202e+16;0;1;0;0;0;0;
Ingressante;2024_00029;2024;Computação;24;Masculino;4,481294609152109e+16;0;1;0;0;0;0;
Ingressante;2024_00297;2024;Medicina;22;Masculino;3086896097208082,0;0;1;0;0;0;0;
Ingressante;2024_00290;2024;Engenharia;28;Feminino;3088630086173762,0;0;1;0;0;0;0;
Ingressante;2024_01949;2024;Psicologia;18;Masculino;515098030200236,0;0;1;0;0;0;0;
Ingressante;2024_00067;2024;Medicina;25;Feminino;6254277570334596,0;0;1;0;0;0;0;
Ingressante;2024_00743;2024;Computação;20;Masculino;2641261538568463,0;0;1;0;0;0;0;
Ingressante;2024_00354;2024;Computação;22;Masculino;3539376702208183,0;0;1;0;0;0;0;
Ingressante;2024_01672;2024;Psicologia;17;Feminino;7777561251425478,0;0;1;0;0;0;0;
Ingressante;2024_01718;2024;Pedagogia;22;Feminino;4901273880319548,0;0;1;0;0;0;0;
Ingressante;2024_01338;2024;Administração;26;Masculino;6835955298650949,0;0;1;0;0;0;0;
Ingressante;2024_02035;2024;Computação;27;Masculino;530135925293757,0;0;1;0;0;0;0;
Ingressante;2024_01791;2024;Psicologia;25;Feminino;2260475197128915,0;0;1;0;0;0;0;
Ingressante;2024_00840;2024;Engenharia;24;Masculino;5798908253564134,0;0;1;0;0;0;0;
Ingressante;2024_01959;2024;Medicina;25;Feminino;7708420053239942,0;0;1;0;0;0;0;
Ingressante;2024_00051;2024;Engenharia;20;Feminino;5609670920877987,0;0;1;0;0;0;0;
Ingressante;2024_00111;2024;Arquitetura;20;Masculino;7305238780090446,0;0;1;0;0;0;0;
Ingressante;2024_01449;2024;Administração;28;Masculino;3,3684786316935948e+16;0;1;0;0;0;0;
Ingressante;2024_00752;2024;Pedagogia;18;Masculino;327226903944936,0;0;1;0;0;0;0;
Ingressante;2024_02084;2024;Computação;17;Feminino;4466170818840228,0;0;1;0;0;0;0;
Ingressante;2024_00816;2024;Pedagogia;28;Masculino;7039167817200322,0;0;1;0;0;0;0;
Ingressante;2024_00649;2024;Computação;21;Masculino;4120528275816309,0;0;1;0;0;0;0;
Ingressante;2024_00120;2024;Direito;23;Masculino;3421223353846892,0;0;1;0;0;0;0;
Ingressante;2024_00948;2024;Arquitetura;20;Outro;6683153091463171,0;0;1;0;0;0;0;
Ingressante;2024_01945;2024;Direito;22;Masculino;3,648836213288817e+16;0;1;0;0;0;0;
Ingressante;2024_01317;2024;Computação;18;Feminino;6935685911082071,0;0;1;0;0;0;0;
Ingressante;2024_01979;2024;Pedagogia;22;Feminino;4542429521892577,0;0;1;0;0;0;0;
Ingressante;2024_01085;2024;Psicologia;20;Masculino;4710606072423375,0;0;1;0;0;0;0;
Ingressante;2024_01956;2024;Arquitetura;29;Feminino;6421242469665092,0;0;1;0;0;0;0;
Ingressante;2024_00237;2024;Pedagogia;25;Feminino;7176782465259371,0;0;1;0;0;0;0;
Ingressante;2024_00212;2024;Pedagogia;17;Feminino;3300438800544654,0;0;1;0;0;0;0;
Ingressante;2024_00387;2024;Administração;23;Feminino;2,1418315162780184e+16;0;1;0;0;0;0;
Ingressante;2024_00416;2024;Administração;25;Masculino;5851829002659597,0;0;1;0;0;0;0;
Ingressante;2024_01401;2024;Administração;23;Masculino;5642564216532685,0;0;1;0;0;0;0;
Ingressante;2024_00806;2024;Computação;29;Feminino;528018447628442,0;0;1;0;0;0;0;
Ingressante;2024_01590;2024;Engenharia;25;Outro;3391682576695853,0;0;1;0;0;0;0;
Ingressante;2024_00299;2024;Engenharia;26;Masculino;4345435975433088,0;0;1;0;0;0;0;
Ingressante;2024_02108;2024;Medicina;21;Masculino;6170867324285563,0;0;1;0;0;0;0;
Ingressante;2024_01239;2024;Direito;21;Feminino;4,425912608625753e+16;0;1;0;0;0;0;
Ingressante;2024_01967;2024;Psicologia;26;Outro;4,569197689553689e+16;0;1;0;0;0;0;
Ingressante;2024_00368;2024;Computação;26;Masculino;7947535962213130,0;0;1;0;0;0;0;
Ingressante;2024_01073;2024;Pedagogia;18;Masculino;2,770365736724751e+16;0;1;0;0;0;0;
Ingressante;2024_00100;2024;Administração;17;Feminino;2624657896304998,0;0;1;0;0;0;0;
Ingressante;2024_01283;2024;Arquitetura;24;Masculino;6346032902772447,0;0;1;0;0;0;0;
Ingressante;2024_01362;2024;Arquitetura;27;Masculino;5470321502038455,0;0;1;0;0;0;0;
Ingressante;2024_01578;2024;Pedagogia;26;Feminino;3644963999358835,0;0;1;0;0;0;0;
Ingressante;2024_00482;2024;Medicina;20;Feminino;2,47651621393392e+16;0;1;0;0;0;0;
Ingressante;2024_00712;2024;Arquitetura;27;Masculino;2513949497578583,0;0;1;0;0;0;0;
Ingressante;2024_00233;2024;Psicologia;24;Masculino;7365145247984709,0;0;1;0;0;0;0;
Ingressante;2024_01720;2024;Administração;17;Masculino;3,151203948312457e+16;0;1;0;0;0;0;
Ingressante;2024_00056;2024;Psicologia;18;Feminino;3940229372693125,0;0;1;0;0;0;0;
Ingressante;2024_01442;2024;Administração;22;Feminino;3359938413361928,0;0;1;0;0;0;0;
Ingressante;2024_00879;2024;Engenharia;17;Masculino;4129977834991624,0;0;1;0;0;0;0;
Ingressante;2024_01231;2024;Engenharia;18;Feminino;2,4165430564765604e+16;0;1;0;0;0;0;
Ingressante;2024_02064;2024;Computação;17;Feminino;5,114358745449622e+16;0;1;0;0;0;0;
Ingressante;2024_00785;2024;Pedagogia;28;Masculino;6802139046934169,0;0;1;0;0;0;0;
Ingressante;2024_01370;2024;Engenharia;20;Feminino;3,4022724914625984e+16;0;1;0;0;0;0;
Ingressante;2024_00247;2024;Computação;21;Masculino;728047452536875,0;0;1;0;0;0;0;
Ingressante;2024_01954;2024;Direito;21;Masculino;5905264214283166,0;0;1;0;0;0;0;
Ingressante;2024_01913;2024;Medicina;18;Masculino;5197746719308011,0;0;1;0;0;0;0;
Ingressante;2024_01454;2024;Computação;27;Masculino;3,9460025186922536e+16;0;1;0;0;0;0;
Ingressante;2024_00324;2024;Arquitetura;24;Feminino;6016921731189141,0;0;1;0;0;0;0;
Ingressante;2024_01117;2024;Engenharia;26;Feminino;7964836167327005,0;0;1;0;0;0;0;
Ingressante;2024_01090;2024;Arquitetura;25;Feminino;5971035139096272,0;0;1;0;0;0;0;
Ingressante;2024_00543;2024;Psicologia;24;Feminino;6383903061435476,0;0;1;0;0;0;0;
Ingressante;2024_00239;2024;Computação;18;Feminino;4791233673702309,0;0;1;0;0;0;0;
Ingressante;2024_01204;2024;Medicina;23;Masculino;2,360854055604711e+16;0;1;0;0;0;0;
Ingressante;2024_01600;2024;Engenharia;23;Masculino;537378089526746,0;0;1;0;0;0;0;
Ingressante;2024_01161;2024;Pedagogia;24;Outro;7745751707032282,0;0;1;0;0;0;0;
Ingressante;2024_00788;2024;Computação;28;Feminino;3051817654145958,0;0;1;0;0;0;0;
Ingressante;2024_01783;2024;Engenharia;27;Feminino;3205602131954339,0;0;1;0;0;0;0;
Ingressante;2024_00069;2024;Psicologia;19;Feminino;5214966106838488,0;0;1;0;0;0;0;
Ingressante;2024_01753;2024;Administração;25;Feminino;2,5800586978803176e+16;0;1;0;0;0;0;
Ingressante;2024_00668;2024;Psicologia;29;Feminino;6536979973371476,0;0;1;0;0;0;0;
Ingressante;2024_01460;2024;Direito;26;Masculino;4,085429145433893e+16;0;1;0;0;0;0;
Ingressante;2024_00275;2024;Engenharia;17;Feminino;5989470346923308,0;0;1;0;0;0;0;
Ingressante;2024_01957;2024;Arquitetura;17;Masculino;6772699764738375,0;0;1;0;0;0;0;
Ingressante;2024_00251;2024;Direito;24;Feminino;3,407852491132721e+16;0;1;0;0;0;0;
Ingressante;2024_00196;2024;Arquitetura;23;Masculino;2914496079982505,0;0;1;0;0;0;0;
Ingressante;2024_00231;2024;Arquitetura;21;Feminino;7954901012950253,0;0;1;0;0;0;0;
Ingressante;2024_00874;2024;Engenharia;29;Masculino;7562005807545773,0;0;1;0;0;0;0;
Ingressante;2024_01789;2024;Pedagogia;19;Feminino;5239742781683358,0;0;1;0;0;0;0;
Ingressante;2024_01717;2024;Direito;22;Masculino;7052199766258527,0;0;1;0;0;0;0;
Ingressante;2024_00741;2024;Computação;27;Masculino;5125747863632253,0;0;1;0;0;0;0;
Ingressante;2024_00321;2024;Computação;22;Masculino;2,5347465926961e+16;0;1;0;0;0;0;
Ingressante;2024_01993;2024;Engenharia;17;Feminino;6531622522980847,0;0;1;0;0;0;0;
Ingressante;2024_00381;2024;Arquitetura;24;Feminino;2766280901811409,0;0;1;0;0;0;0;
Ingressante;2024_01245;2024;Psicologia;17;Feminino;6252468186457859,0;0;1;0;0;0;0;
Ingressante;2024_01446;2024;Arquitetura;20;Feminino;2,216962283148573e+16;0;1;0;0;0;0;
Ingressante;2024_02000;2024;Computação;21;Masculino;3818770135671972,0;0;1;0;0;0;0;
Ingressante;2024_00485;2024;Direito;18;Feminino;3,5786754194650576e+16;0;1;0;0;0;0;
Ingressante;2024_00554;2024;Engenharia;24;Masculino;4160818444829115,0;0;1;0;0;0;0;
Ingressante;2024_00630;2024;Medicina;17;Masculino;7621746938186378,0;0;1;0;0;0;0;
Ingressante;2024_00583;2024;Direito;27;Masculino;3833145863948141,0;0;1;0;0;0;0;
Ingressante;2024_00184;2024;Medicina;17;Feminino;4,6832152430290136e+16;0;1;0;0;0;0;
Ingressante;2024_00426;2024;Direito;18;Feminino;5603566000163703,0;0;1;0;0;0;0;
Ingressante;2024_00483;2024;Arquitetura;17;Feminino;5094076566178987,0;0;1;0;0;0;0;
Ingressante;2024_01778;2024;Administração;27;Feminino;4,9817808974349816e+16;0;1;0;0;0;0;
Ingressante;2024_00316;2024;Direito;23;Feminino;7952948088939875,0;0;1;0;0;0;0;
Ingressante;2024_01998;2024;Pedagogia;22;Masculino;7108549746470575,0;0;1;0;0;0;0;
Ingressante;2024_00548;2024;Psicologia;28;Feminino;3251063086144015,0;0;1;0;0;0;0;
Ingressante;2024_01900;2024;Medicina;18;Feminino;7583571287863498,0;0;1;0;0;0;0;
Ingressante;2024_00298;2024;Pedagogia;29;Outro;2,6981983873128564e+16;0;1;0;0;0;0;
Ingressante;2024_00909;2024;Medicina;25;Feminino;6904698250947149,0;0;1;0;0;0;0;
Ingressante;2024_00618;2024;Engenharia;23;Masculino;7267845922670418,0;0;1;0;0;0;0;
Ingressante;2024_00755;2024;Engenharia;18;Masculino;7208340140644702,0;0;1;0;0;0;0;
Ingressante;2024_01157;2024;Direito;27;Outro;6740182617842368,0;0;1;0;0;0;0;
Ingressante;2024_01010;2024;Direito;27;Feminino;3,828074834588245e+16;0;1;0;0;0;0;
Ingressante;2024_00507;2024;Computação;23;Masculino;4417881072590969,0;0;1;0;0;0;0;
Ingressante;2024_00765;2024;Administração;17;Feminino;616970653341477,0;0;1;0;0;0;0;
Ingressante;2024_01889;2024;Direito;28;Feminino;785366120515949,0;0;1;0;0;0;0;
Ingressante;2024_00619;2024;Arquitetura;19;Feminino;5845832464071992,0;0;1;0;0;0;0;
Ingressante;2024_01474;2024;Direito;20;Masculino;2,7951480364510904e+16;0;1;0;0;0;0;
Ingressante;2024_02030;2024;Arquitetura;27;Masculino;7536543143080366,0;0;1;0;0;0;0;
Ingressante;2024_00096;2024;Computação;19;Feminino;4,922371512913616e+16;0;1;0;0;0;0;
Ingressante;2024_01997;2024;Engenharia;18;Masculino;5637517626505864,0;0;1;0;0;0;0;
Ingressante;2024_00812;2024;Pedagogia;29;Feminino;6588858805417973,0;0;1;0;0;0;0;
Ingressante;2024_00818;2024;Pedagogia;20;Feminino;3049031763562475,0;0;1;0;0;0;0;
Ingressante;2024_01448;2024;Psicologia;18;Masculino;5,015396458780654e+16;0;1;0;0;0;0;
Ingressante;2024_01537;2024;Pedagogia;21;Masculino;2878243952973495,0;0;1;0;0;0;0;
Ingressante;2024_01110;2024;Medicina;27;Masculino;4205206533749189,0;0;1;0;0;0;0;
Ingressante;2024_00968;2024;Arquitetura;25;Masculino;2,4090338563129616e+16;0;1;0;0;0;0;
Ingressante;2024_01601;2024;Computação;27;Feminino;2154871441696922,0;0;1;0;0;0;0;
Ingressante;2024_00478;2024;Pedagogia;25;Feminino;2,8109977349289364e+16;0;1;0;0;0;0;
Ingressante;2024_01705;2024;Administração;26;Feminino;7778690669535043,0;0;1;0;0;0;0;
Ingressante;2024_01525;2024;Medicina;22;Feminino;4594987269980792,0;0;1;0;0;0;0;
Ingressante;2024_01846;2024;Engenharia;23;Feminino;3870896798511558,5;0;1;0;0;0;0;
Ingressante;2024_00210;2024;Engenharia;24;Feminino;5036851177041465,0;0;1;0;0;0;0;
Ingressante;2024_00572;2024;Engenharia;19;Masculino;4,637070131797461e+16;0;1;0;0;0;0;
Ingressante;2024_01288;2024;Arquitetura;27;Feminino;5844957888141237,0;0;1;0;0;0;0;
Ingressante;2024_01749;2024;Pedagogia;25;Masculino;3,2962290950575976e+16;0;1;0;0;0;0;
Ingressante;2024_00829;2024;Computação;18;Feminino;5717527729386977,0;0;1;0;0;0;0;
Ingressante;2024_00306;2024;Engenharia;19;Masculino;5901206554388921,0;0;1;0;0;0;0;
Ingressante;2024_00613;2024;Computação;17;Feminino;2,9121491187718884e+16;0;1;0;0;0;0;
Ingressante;2024_01621;2024;Pedagogia;24;Feminino;6684569516410638,0;0;1;0;0;0;0;
Ingressante;2024_00220;2024;Direito;18;Feminino;4758802542615921,0;0;1;0;0;0;0;
Ingressante;2024_00135;2024;Medicina;28;Feminino;2,3489827730328548e+16;0;1;0;0;0;0;
Ingressante;2024_01607;2024;Computação;29;Feminino;7969197903018603,0;0;1;0;0;0;0;
Ingressante;2024_00099;2024;Engenharia;20;Masculino;2,3466833659782e+16;0;1;0;0;0;0;
Ingressante;2024_00447;2024;Psicologia;20;Masculino;7902073551580482,0;0;1;0;0;0;0;
Ingressante;2024_01053;2024;Psicologia;21;Feminino;3,435080625295553e+16;0;1;0;0;0;0;
Ingressante;2024_00965;2024;Administração;24;Masculino;2853496212123177,0;0;1;0;0;0;0;
Ingressante;2024_01808;2024;Arquitetura;27;Masculino;3819650885405573,0;0;1;0;0;0;0;
Ingressante;2024_01164;2024;Arquitetura;17;Feminino;260627486606388,0;0;1;0;0;0;0;
Ingressante;2024_00849;2024;Administração;27;Feminino;6152968050164791,0;0;1;0;0;0;0;
Ingressante;2024_01393;2024;Medicina;17;Masculino;2373750788780376,0;0;1;0;0;0;0;
Ingressante;2024_01694;2024;Direito;28;Masculino;5,056532768898738e+16;0;1;0;0;0;0;
Ingressante;2024_01677;2024;Administração;27;Feminino;7980181123117861,0;0;1;0;0;0;0;
Ingressante;2024_01938;2024;Engenharia;19;Masculino;6883821617036112,0;0;1;0;0;0;0;
Ingressante;2024_00013;2024;Medicina;27;Masculino;5691316629386065,0;0;1;0;0;0;0;
Ingressante;2024_01208;2024;Engenharia;24;Feminino;5743375017749831,0;0;1;0;0;0;0;
Ingressante;2024_02006;2024;Engenharia;20;Masculino;516224878346991,0;0;1;0;0;0;0;
Ingressante;2024_00254;2024;Engenharia;20;Feminino;4556500303342229,0;0;1;0;0;0;0;
Ingressante;2024_00534;2024;Administração;27;Feminino;2784262260441197,0;0;1;0;0;0;0;
Ingressante;2024_00973;2024;Arquitetura;17;Outro;7,31963E+13;0;1;0;0;0;0;
Ingressante;2024_01593;2024;Medicina;18;Feminino;3,1677350709245904e+16;0;1;0;0;0;0;
Ingressante;2024_01835;2024;Medicina;18;Feminino;4484778515173561,5;0;1;0;0;0;0;
Ingressante;2024_00579;2024;Arquitetura;26;Masculino;6965227373401246,0;0;1;0;0;0;0;
Ingressante;2024_02080;2024;Arquitetura;25;Feminino;6401686283368413,0;0;1;0;0;0;0;
Ingressante;2024_01980;2024;Administração;22;Outro;2,066187586571883e+16;0;1;0;0;0;0;
Ingressante;2024_00845;2024;Computação;22;Feminino;4496923989078569,0;0;1;0;0;0;0;
Ingressante;2024_01551;2024;Computação;29;Masculino;2,11515366093834e+16;0;1;0;0;0;0;
Ingressante;2024_00963;2024;Administração;23;Feminino;3558879252470205,0;0;1;0;0;0;0;
Ingressante;2024_00433;2024;Computação;21;Masculino;656173893873281,0;0;1;0;0;0;0;
Ingressante;2024_01928;2024;Arquitetura;25;Feminino;2,8226582343739944e+16;0;1;0;0;0;0;
Ingressante;2024_00581;2024;Pedagogia;19;Feminino;521186078871555,0;0;1;0;0;0;0;
Ingressante;2024_01132;2024;Direito;25;Feminino;3291211232103425,0;0;1;0;0;0;0;
Ingressante;2024_01880;2024;Psicologia;25;Feminino;2,07272464786336e+16;0;1;0;0;0;0;
Ingressante;2024_01941;2024;Psicologia;25;Outro;3,4472087455972484e+16;0;1;0;0;0;0;
Ingressante;2024_00121;2024;Arquitetura;23;Feminino;6809222671297937,0;0;1;0;0;0;0;
Ingressante;2024_01078;2024;Direito;27;Outro;7,75746E+13;0;1;0;0;0;0;
Ingressante;2024_02043;2024;Pedagogia;26;Feminino;4,927124263558174e+16;0;1;0;0;0;0;
Ingressante;2024_00865;2024;Arquitetura;27;Feminino;5287756933842159,0;0;1;0;0;0;0;
Ingressante;2024_01609;2024;Computação;19;Masculino;4726264007359765,0;0;1;0;0;0;0;
Ingressante;2024_00686;2024;Engenharia;19;Feminino;7066142496437697,0;0;1;0;0;0;0;
Ingressante;2024_00115;2024;Direito;29;Masculino;2588495484705468,0;0;1;0;0;0;0;
Ingressante;2024_01421;2024;Medicina;18;Feminino;4929446822130669,0;0;1;0;0;0;0;
Ingressante;2024_01326;2024;Pedagogia;24;Feminino;2900291988163906,0;0;1;0;0;0;0;
Ingressante;2024_01827;2024;Arquitetura;21;Feminino;6424142464326799,0;0;1;0;0;0;0;
Ingressante;2024_01521;2024;Engenharia;20;Feminino;4,856108776212599e+16;0;1;0;0;0;0;
Ingressante;2024_00940;2024;Direito;17;Masculino;4255329710874616,0;0;1;0;0;0;0;
Ingressante;2024_00605;2024;Engenharia;22;Feminino;4366857671420212,0;0;1;0;0;0;0;
Ingressante;2024_00637;2024;Direito;27;Masculino;7352508133641406,0;0;1;0;0;0;0;
Ingressante;2024_01385;2024;Psicologia;20;Masculino;7732008119023570,0;0;1;0;0;0;0;
Ingressante;2024_01406;2024;Administração;17;Feminino;3,892441374488076e+16;0;1;0;0;0;0;
Ingressante;2024_01992;2024;Direito;19;Masculino;6128808236519253,0;0;1;0;0;0;0;
Ingressante;2024_00744;2024;Administração;22;Outro;4625618744332352,0;0;1;0;0;0;0;
Ingressante;2024_02036;2024;Psicologia;23;Masculino;7045229476555536,0;0;1;0;0;0;0;
Ingressante;2024_01041;2024;Arquitetura;27;Feminino;7410571952812542,0;0;1;0;0;0;0;
Ingressante;2024_01286;2024;Direito;29;Masculino;5823208860849683,0;0;1;0;0;0;0;
Ingressante;2024_00679;2024;Direito;20;Masculino;5956123533234696,0;0;1;0;0;0;0;
Ingressante;2024_01611;2024;Pedagogia;20;Feminino;5820018093003243,0;0;1;0;0;0;0;
Ingressante;2024_01116;2024;Engenharia;17;Masculino;5683601508560371,0;0;1;0;0;0;0;
Ingressante;2024_00422;2024;Direito;23;Masculino;2,39991224336414e+16;0;1;0;0;0;0;
Ingressante;2024_01013;2024;Arquitetura;28;Feminino;5,110448131671225e+16;0;1;0;0;0;0;
Ingressante;2024_02101;2024;Arquitetura;22;Feminino;290101400490225,0;0;1;0;0;0;0;
Ingressante;2024_01909;2024;Administração;21;Masculino;6424602612328913,0;0;1;0;0;0;0;
Ingressante;2024_00530;2024;Engenharia;21;Feminino;5073331524876047,0;0;1;0;0;0;0;
Ingressante;2024_01233;2024;Arquitetura;26;Feminino;2,2500374036143056e+16;0;1;0;0;0;0;
Ingressante;2024_00063;2024;Arquitetura;19;Feminino;2,508752096274819e+16;0;1;0;0;0;0;
Ingressante;2024_00771;2024;Psicologia;17;Feminino;6297940328376094,0;0;1;0;0;0;0;
Ingressante;2024_01196;2024;Direito;22;Feminino;2,427540366591552e+16;0;1;0;0;0;0;
Ingressante;2024_01818;2024;Engenharia;25;Feminino;773900838979688,0;0;1;0;0;0;0;
Ingressante;2024_01075;2024;Computação;22;Masculino;4119508451012385,0;0;1;0;0;0;0;
Ingressante;2024_00445;2024;Administração;27;Masculino;4,098219378475098e+16;0;1;0;0;0;0;
Ingressante;2024_00480;2024;Direito;22;Feminino;3111173407204808,0;0;1;0;0;0;0;
Ingressante;2024_01309;2024;Administração;23;Masculino;2590373898280384,0;0;1;0;0;0;0;
Ingressante;2024_00471;2024;Medicina;19;Masculino;6586235973330415,0;0;1;0;0;0;0;
Ingressante;2024_00198;2024;Computação;19;Masculino;3590278569950024,0;0;1;0;0;0;0;
Ingressante;2024_00049;2024;Direito;18;Masculino;2125669766185476,8;0;1;0;0;0;0;
Ingressante;2024_00342;2024;Arquitetura;21;Outro;7807160209070182,0;0;1;0;0;0;0;
Ingressante;2024_01133;2024;Direito;22;Feminino;6615338887028802,0;0;1;0;0;0;0;
Ingressante;2024_00942;2024;Psicologia;18;Feminino;5747981413125583,0;0;1;0;0;0;0;
Ingressante;2024_01934;2024;Computação;17;Masculino;3234123573173331,0;0;1;0;0;0;0;
