situacao_estudante;aluno_id;ano;curso;idade;genero;renda_familiar;tem_bolsa;trabalha;frequencia;media_notas;n_reprovacoes;apoio_familiar;evadiu
Ingressante;2023_01402;2023;Engenharia;28;Feminino;11583,0;1;1;0,919653867;75,76;0;1;0
Matriculado;2023_01403;2023;Medicina;26;Feminino;8368,0;0;0;0,952485694;68,93;0;1;0
Matriculado;2023_01404;2023;Administração;28;Masculino;4706,0;0;0;0,949706497;67,85;1;1;0
Matriculado;2023_01405;2023;Arquitetura;27;Feminino;8050,0;0;1;0,81419269;80,76;1;1;0
Ingressante;2023_01406;2023;Administração;17;Masculino;10378,0;1;1;0,781826225;90,99;2;1;0
Ingressante;2023_01407;2023;Computação;26;Masculino;12000,0;0;0;0,902448046;63,66;1;1;0
Ingressante;2023_01408;2023;Psicologia;18;Feminino;8490,0;0;1;0,719066686;83,6;0;1;0
Ingressante;2023_01409;2023;Administração;18;Masculino;3636,0;1;0;0,698240205;42,69;0;0;0
Matriculado;2023_01410;2023;Pedagogia;28;Feminino;2547,0;0;0;0,832885348;72,26;1;1;0
Matriculado;2023_01411;2023;Administração;19;Feminino;4969,0;1;0;0,621867237;32,28;0;0;0
Matriculado;2023_01412;2023;Computação;26;Feminino;13566,0;0;0;0,86483536;53,39;2;1;0
Matriculado;2023_01413;2023;Arquitetura;23;Masculino;14965,0;0;0;0,822222588;49,46;2;1;0
Ingressante;2023_01414;2023;Administração;18;Masculino;6507,0;0;0;0,942208021;89,56;1;0;1
Matriculado;2023_01415;2023;Pedagogia;17;Feminino;14176,0;1;1;0,868981932;60,76;1;0;0
Ingressante;2023_01416;2023;Engenharia;22;Outro;4231,0;0;1;0,83830747;64,27;0;0;0
Matriculado;2023_01417;2023;Psicologia;25;Feminino;3192,0;0;0;0,886696976;61,69;2;0;0
Matriculado;2023_01418;2023;Computação;19;Feminino;9413,0;0;1;0,903198671;43,3;5;1;1
Matriculado;2023_01419;2023;Engenharia;22;Masculino;6010,0;1;0;0,822202638;69,3;3;1;1
Ingressante;2023_01420;2023;Engenharia;19;Masculino;13641,0;0;0;0,781204967;66,14;1;1;0
Matriculado;2023_01421;2023;Engenharia;29;Feminino;5463,0;0;1;0,86804302;52,81;0;0;0
Matriculado;2023_01422;2023;Direito;17;Masculino;6835,0;0;0;0,783152687;85,69;2;1;0
Ingressante;2023_01423;2023;Psicologia;29;Masculino;3873,0;1;1;0,916105893;85,22;2;1;0
Matriculado;2023_01424;2023;Arquitetura;28;Outro;10012,0;0;0;0,493538422;46,13;1;1;1
Matriculado;2023_01425;2023;Medicina;21;Masculino;13323,0;0;0;0,963942544;54,69;1;0;1
Matriculado;2023_01426;2023;Psicologia;26;Masculino;7486,0;1;0;0,853446864;72,04;1;1;0
Matriculado;2023_01427;2023;Direito;29;Masculino;13288,0;1;1;0,875484187;58,02;0;1;0
Ingressante;2023_01428;2023;Medicina;27;Outro;1373,0;0;1;0,841978998;61,73;0;1;0
Matriculado;2023_01429;2023;Psicologia;20;Feminino;6783,0;1;1;0,833623957;49,73;1;1;1
Matriculado;2023_01430;2023;Engenharia;23;Feminino;14857,0;0;0;0,538495316;49,88;1;1;0
Ingressante;2023_01431;2023;Computação;22;Outro;7963,0;0;0;0,828501565;57,19;2;1;0
Ingressante;2023_01432;2023;Medicina;26;Masculino;2786,0;0;1;0,819571331;66,96;1;0;0
Ingressante;2023_01433;2023;Pedagogia;23;Feminino;1215,0;0;0;0,840707906;67,97;1;1;1
Matriculado;2023_01434;2023;Pedagogia;21;Masculino;4593,0;1;0;0,886416854;52,74;1;1;0
Matriculado;2023_01435;2023;Administração;20;Masculino;8981,0;0;1;0,784957971;47,76;1;0;0
Matriculado;2023_01436;2023;Medicina;23;Feminino;14017,0;0;0;0,718388873;46,36;1;1;0
Matriculado;2023_01437;2023;Computação;23;Feminino;3632,0;0;0;0,954728569;79,83;0;0;0
Matriculado;2023_01438;2023;Arquitetura;22;Masculino;9892,0;0;1;0,703831367;96,87;2;1;0
Matriculado;2023_01439;2023;Direito;24;Masculino;14074,0;0;1;0,811412676;71,45;0;1;0
Matriculado;2023_01440;2023;Engenharia;20;Feminino;3461,0;0;1;0,6757901;26,49;2;1;0
Ingressante;2023_01441;2023;Administração;26;Masculino;14235,0;0;0;0,936752536;73,52;2;1;0
Matriculado;2023_01442;2023;Pedagogia;21;Masculino;10080,0;1;0;0,638008458;82,78;3;1;0
Matriculado;2023_01443;2023;Direito;20;Masculino;3260,0;0;1;0,924003801;55,26;0;1;0
Matriculado;2023_01444;2023;Direito;28;Masculino;12500,0;0;1;0,856887947;78,19;2;1;0
Ingressante;2023_01445;2023;Engenharia;17;Feminino;10744,0;0;0;0,676390112;81,07;2;1;0
Ingressante;2023_01446;2023;Arquitetura;28;Masculino;9433,0;0;1;0,562509039;84,33;2;1;0
Matriculado;2023_01447;2023;Arquitetura;24;Masculino;7682,0;1;1;0,894025537;56,21;0;1;0
Matriculado;2023_01448;2023;Medicina;17;Feminino;3984,0;1;0;0,632814525;66,12;1;1;0
Matriculado;2023_01449;2023;Pedagogia;21;Feminino;5761,0;0;1;0,818764253;67,72;1;1;0
Matriculado;2023_01450;2023;Arquitetura;22;Masculino;5222,0;0;0;0,89925066;84,77;0;1;0
Matriculado;2023_01451;2023;Computação;22;Masculino;14263,0;0;0;0,822569444;58,85;1;1;0
Matriculado;2023_01452;2023;Arquitetura;29;Masculino;10984,0;0;0;0,96270024;79,12;1;1;0
Matriculado;2023_01453;2023;Direito;21;Feminino;13232,0;0;0;0,60752286;69,08;3;1;1
Matriculado;2023_01454;2023;Engenharia;19;Feminino;3194,0;1;1;0,775176203;79,39;2;0;0
Matriculado;2023_01455;2023;Computação;21;Feminino;5716,0;1;1;0,744111902;76,37;0;0;0
Matriculado;2023_01456;2023;Medicina;28;Outro;10540,0;0;1;0,772527349;55,16;2;0;0
Matriculado;2023_01457;2023;Pedagogia;24;Feminino;5861,0;1;0;0,714789827;69,03;0;0;0
Ingressante;2023_01458;2023;Medicina;18;Feminino;13971,0;1;0;0,886058318;54,64;0;1;0
Ingressante;2023_01459;2023;Direito;22;Feminino;7888,0;1;0;0,821440677;64,65;2;1;0
Ingressante;2023_01460;2023;Computação;25;Masculino;13024,0;1;0;0,68343273;91,22;1;0;0
Matriculado;2023_01461;2023;Computação;24;Outro;2187,0;0;0;0,71420753;58,64;1;1;0
Ingressante;2023_01462;2023;Computação;27;Masculino;8782,0;0;0;0,752401553;55,83;2;1;1
Matriculado;2023_01463;2023;Direito;24;Masculino;12005,0;1;0;0,6436984;62,22;0;1;1
Matriculado;2023_01464;2023;Direito;24;Feminino;1947,0;1;0;0,666533235;75,12;0;1;0
Matriculado;2023_01465;2023;Medicina;29;Masculino;4746,0;1;0;0,94322621;75,01;1;1;1
Ingressante;2023_01466;2023;Administração;23;Feminino;10800,0;0;0;0,89998442;70,4;1;0;0
Matriculado;2023_01467;2023;Medicina;24;Feminino;13285,0;0;1;0,864951258;53,04;0;0;0
Matriculado;2023_01468;2023;Pedagogia;29;Masculino;12419,0;0;0;0,562503489;61,27;2;1;1
Matriculado;2023_01469;2023;Engenharia;22;Feminino;3685,0;0;0;0,89103689;86,11;0;0;1
Matriculado;2023_01470;2023;Computação;18;Masculino;5412,0;0;1;0,569490969;42,24;2;0;1
Matriculado;2023_01471;2023;Administração;18;Masculino;14127,0;0;1;0,85903154;68,87;1;1;0
Matriculado;2023_01472;2023;Engenharia;24;Feminino;5100,0;0;1;0,870244916;61,71;0;1;0
Ingressante;2023_01473;2023;Administração;27;Feminino;11123,0;0;0;0,892801067;72,02;1;1;0
Ingressante;2023_01474;2023;Arquitetura;17;Feminino;14918,0;0;0;0,697807447;67,02;2;1;0
Matriculado;2023_01475;2023;Arquitetura;22;Masculino;12601,0;0;1;0,849263812;42,48;3;1;1
Ingressante;2023_01476;2023;Psicologia;29;Feminino;11500,0;0;1;0,9621415;73,82;0;1;0
Ingressante;2023_01477;2023;Arquitetura;22;Masculino;6418,0;0;0;0,936496982;50,36;2;0;0
Matriculado;2023_01478;2023;Medicina;27;Outro;12266,0;1;0;0,743035119;47,28;1;0;0
Matriculado;2023_01479;2023;Arquitetura;20;Masculino;5213,0;0;0;0,78241718;65,76;1;0;0
Matriculado;2023_01480;2023;Direito;28;Feminino;5667,0;0;0;0,693975952;58,83;1;0;0
Ingressante;2023_01481;2023;Computação;27;Masculino;13740,0;1;1;0,80275879;53,02;0;0;0
Matriculado;2023_01482;2023;Medicina;29;Masculino;7869,0;0;0;0,689205259;59,17;3;1;1
Matriculado;2023_01483;2023;Engenharia;27;Feminino;5465,0;1;1;0,917299963;54,0;0;1;0
Matriculado;2023_01484;2023;Psicologia;29;Feminino;13577,0;0;0;0,950611389;88,2;0;1;0
Ingressante;2023_01485;2023;Psicologia;26;Feminino;8789,0;1;1;0,817830067;69,7;1;0;0
Matriculado;2023_01486;2023;Psicologia;19;Outro;12504,0;0;0;0,908302294;62,62;1;1;0
Matriculado;2023_01487;2023;Engenharia;29;Feminino;6891,0;1;0;0,533321006;76,38;1;1;0
Matriculado;2023_01488;2023;Engenharia;27;Feminino;5200,0;1;0;0,686976089;62,16;3;1;1
Matriculado;2023_01489;2023;Engenharia;19;Masculino;3814,0;0;1;0,86625126;61,1;4;1;0
Matriculado;2023_01490;2023;Engenharia;29;Feminino;14830,0;0;0;0,808630678;78,99;2;1;0
Matriculado;2023_01491;2023;Psicologia;29;Masculino;6278,0;0;0;0,799720235;54,58;1;1;0
Matriculado;2023_01492;2023;Psicologia;17;Feminino;14500,0;0;1;0,873708795;49,66;1;1;1
Ingressante;2023_01493;2023;Administração;19;Outro;9572,0;0;0;0,838297361;74,83;1;1;0
Matriculado;2023_01494;2023;Medicina;20;Outro;13957,0;1;1;0,875398453;67,45;0;0;0
Matriculado;2023_01495;2023;Computação;27;Feminino;13549,0;0;1;0,761907927;67,31;2;0;1
Ingressante;2023_01496;2023;Arquitetura;27;Feminino;14310,0;0;1;0,974318282;59,74;1;1;0
Matriculado;2023_01497;2023;Arquitetura;21;Feminino;13115,0;1;0;0,813914377;73,93;3;1;0
Ingressante;2023_01498;2023;Direito;19;Masculino;2750,0;0;0;0,86549907;44,44;1;0;0
Ingressante;2023_01499;2023;Psicologia;22;Feminino;12886,0;0;1;0,746446082;35,94;1;1;0
Matriculado;2023_01500;2023;Direito;27;Masculino;12366,0;1;0;0,921338787;59,04;1;1;0
Matriculado;2023_01501;2023;Medicina;28;Feminino;2809,0;1;0;0,504416662;74,44;1;1;0
Ingressante;2023_01502;2023;Medicina;21;Masculino;13883,0;0;1;0,642256571;83,66;1;1;0
Matriculado;2023_01503;2023;Direito;19;Masculino;9204,0;1;0;0,650282901;73,21;0;1;0
Matriculado;2023_01504;2023;Psicologia;22;Masculino;10705,0;0;1;0,732667043;51,16;2;1;0
Matriculado;2023_01505;2023;Direito;22;Masculino;4332,0;0;1;0,646691671;51,28;0;1;0
Ingressante;2023_01506;2023;Arquitetura;24;Feminino;7345,0;0;1;0,901077;83,15;1;0;0
Matriculado;2023_01507;2023;Administração;18;Masculino;2760,0;0;0;0,769847986;78,58;1;1;0
Matriculado;2023_01508;2023;Arquitetura;17;Feminino;12327,0;0;0;0,987396846;73,24;1;1;0
Matriculado;2023_01509;2023;Pedagogia;20;Masculino;1629,0;0;0;0,803479875;78,8;0;0;0
Ingressante;2023_01510;2023;Psicologia;23;Feminino;1844,0;1;0;0,643522828;67,53;1;0;1
Matriculado;2023_01511;2023;Psicologia;27;Feminino;7975,0;0;0;0,716312672;61,87;0;1;0
Matriculado;2023_01512;2023;Computação;26;Feminino;8386,0;1;0;0,960761846;62,59;2;1;0
Matriculado;2023_01513;2023;Engenharia;19;Feminino;12595,0;0;0;0,730694348;74,56;1;0;0
Ingressante;2023_01514;2023;Pedagogia;19;Masculino;1726,0;1;0;0,703172425;68,55;0;0;0
Matriculado;2023_01515;2023;Medicina;21;Feminino;1982,0;0;1;0,66953472;35,51;1;1;1
Matriculado;2023_01516;2023;Psicologia;21;Masculino;2781,0;0;0;0,953853064;78,23;1;1;0
Matriculado;2023_01517;2023;Direito;29;Feminino;10563,0;0;0;0,782248872;73,78;1;0;0
Matriculado;2023_01518;2023;Pedagogia;26;Feminino;1267,0;1;1;0,694688965;69,88;2;1;0
Ingressante;2023_01519;2023;Computação;19;Masculino;11533,0;1;1;0,762337169;86,13;0;0;0
Ingressante;2023_01520;2023;Medicina;25;Feminino;13381,0;0;0;0,726470533;52,88;0;0;0
Matriculado;2023_01521;2023;Engenharia;20;Feminino;6517,0;0;1;0,884672279;49,0;3;1;0
Ingressante;2023_01522;2023;Engenharia;29;Masculino;8160,0;0;0;0,846889363;72,51;1;0;0
Ingressante;2023_01523;2023;Computação;29;Masculino;2159,0;1;0;0,877296778;53,64;1;0;0
Matriculado;2023_01524;2023;Computação;19;Masculino;8266,0;1;1;0,812442245;89,99;0;1;0
Ingressante;2023_01525;2023;Direito;27;Outro;8172,0;1;1;0,880626826;54,6;0;1;0
Matriculado;2023_01526;2023;Psicologia;18;Feminino;11343,0;1;0;0,851100514;54,22;0;1;0
Matriculado;2023_01527;2023;Engenharia;26;Masculino;5044,0;1;1;0,792613504;58,95;0;1;0
Matriculado;2023_01528;2023;Medicina;29;Masculino;4843,0;0;1;0,7511182;60,54;0;1;0
Ingressante;2023_01529;2023;Pedagogia;27;Feminino;3032,0;1;1;0,715370501;59,47;0;0;0
Matriculado;2023_01530;2023;Medicina;25;Feminino;4560,0;1;0;0,755119692;61,05;1;1;0
Matriculado;2023_01531;2023;Administração;20;Masculino;14519,0;1;0;0,740881571;59,56;2;0;0
Matriculado;2023_01532;2023;Administração;19;Masculino;5119,0;0;0;0,756902447;41,66;0;1;1
Ingressante;2023_01533;2023;Computação;23;Feminino;1611,0;0;0;0,766886581;72,56;0;1;0
Matriculado;2023_01534;2023;Direito;24;Masculino;12547,0;0;0;0,937764352;58,46;1;1;0
Ingressante;2023_01535;2023;Administração;27;Masculino;13240,0;0;1;0,806936782;62,7;1;1;0
Matriculado;2023_01536;2023;Engenharia;18;Outro;10204,0;0;1;0,923973934;46,78;0;1;0
Ingressante;2023_01537;2023;Medicina;23;Feminino;6422,0;0;1;0,730235292;42,13;1;0;1
Matriculado;2023_01538;2023;Medicina;28;Masculino;13215,0;0;0;0,623560556;63,58;0;1;0
Ingressante;2023_01539;2023;Computação;21;Masculino;7461,0;0;0;0,920724522;88,32;0;0;0
Matriculado;2023_01540;2023;Psicologia;27;Masculino;4122,0;0;0;0,775119628;87,8;2;1;0
Ingressante;2023_01541;2023;Psicologia;21;Masculino;14001,0;0;0;0,743746153;51,37;1;0;1
Matriculado;2023_01542;2023;Pedagogia;19;Feminino;3138,0;1;1;0,748829645;53,89;0;1;0
Matriculado;2023_01543;2023;Computação;21;Masculino;11537,0;1;0;0,688705937;67,55;1;1;1
Matriculado;2023_01544;2023;Arquitetura;28;Feminino;13330,0;0;1;0,924607536;25,0;0;1;0
Ingressante;2023_01545;2023;Pedagogia;18;Outro;6963,0;1;0;0,629388088;56,2;2;1;0
Matriculado;2023_01546;2023;Arquitetura;20;Masculino;14079,0;1;0;0,820201656;68,33;2;1;0
Ingressante;2023_01547;2023;Psicologia;22;Masculino;9023,0;0;1;0,751179257;61,55;0;1;0
Matriculado;2023_01548;2023;Computação;17;Feminino;5848,0;0;0;0,816066737;36,51;0;1;0
Matriculado;2023_01549;2023;Arquitetura;26;Outro;1539,0;0;0;0,841034299;37,56;0;0;0
Matriculado;2023_01550;2023;Computação;20;Feminino;7189,0;0;0;0,947121015;43,53;2;1;0
Matriculado;2023_01551;2023;Computação;22;Masculino;1499,0;1;1;0,792922136;63,83;0;1;0
Matriculado;2023_01552;2023;Psicologia;25;Feminino;3122,0;0;1;0,822235896;52,46;1;0;0
Ingressante;2023_01553;2023;Pedagogia;27;Feminino;13580,0;0;1;0,873085283;88,35;0;1;0
Matriculado;2023_01554;2023;Pedagogia;27;Outro;11707,0;1;1;0,842845505;44,95;2;0;0
Matriculado;2023_01555;2023;Computação;29;Masculino;12159,0;0;1;0,862837782;83,41;1;1;0
Ingressante;2023_01556;2023;Administração;18;Feminino;10928,0;1;1;0,728660854;46,95;1;0;1
Ingressante;2023_01557;2023;Direito;27;Feminino;7254,0;0;0;0,727104952;;1;1;0
Matriculado;2023_01558;2023;Psicologia;23;Masculino;7592,0;0;0;0,845658333;74,93;1;1;0
Matriculado;2023_01559;2023;Direito;22;Feminino;2701,0;0;0;0,900543699;31,74;2;0;0
Matriculado;2023_01560;2023;Direito;18;Masculino;3740,0;0;1;0,838636941;83,25;2;1;0
Matriculado;2023_01561;2023;Pedagogia;24;Masculino;8613,0;0;0;0,823414386;58,06;0;1;0
Matriculado;2023_01562;2023;Pedagogia;23;Masculino;2949,0;0;0;0,796760684;78,91;2;1;0
Ingressante;2023_01563;2023;Administração;27;Outro;6471,0;0;1;0,776272429;64,83;2;0;1
Matriculado;2023_01564;2023;Direito;21;Masculino;11277,0;0;0;0,816530378;59,67;2;0;0
Matriculado;2023_01565;2023;Direito;28;Feminino;10948,0;0;1;0,664915648;61,19;0;0;1
Matriculado;2023_01566;2023;Computação;21;Feminino;4448,0;1;1;0,852934817;47,42;2;0;0
Ingressante;2023_01567;2023;Pedagogia;23;Masculino;14416,0;0;0;0,727954542;58,38;1;1;0
Matriculado;2023_01568;2023;Direito;25;Feminino;1450,0;0;1;0,747732849;45,61;1;1;0
Ingressante;2023_01569;2023;Medicina;27;Feminino;8720,0;0;1;0,569860149;57,91;1;1;0
Ingressante;2023_01570;2023;Administração;25;Feminino;3143,0;0;0;0,779055102;67,92;0;0;0
Matriculado;2023_01571;2023;Arquitetura;25;Feminino;12899,0;0;1;0,8657672;80,86;0;1;0
Matriculado;2023_01572;2023;Medicina;22;Feminino;1961,0;0;1;0,690425938;87,29;3;0;0
Matriculado;2023_01573;2023;Medicina;26;Masculino;8989,0;1;0;0,931448767;64,81;0;0;0
Matriculado;2023_01574;2023;Arquitetura;22;Outro;3844,0;0;0;0,783093348;48,11;1;1;0
Matriculado;2023_01575;2023;Psicologia;19;Masculino;9830,0;0;0;0,496403489;64,22;0;0;0
Matriculado;2023_01576;2023;Psicologia;17;Feminino;11421,0;0;0;0,855554969;62,57;1;1;0
Ingressante;2023_01577;2023;Administração;23;Masculino;13502,0;1;0;0,81747424;84,76;0;0;1
Matriculado;2023_01578;2023;Medicina;20;Outro;11414,0;0;1;0,861178219;78,13;1;1;0
Matriculado;2023_01579;2023;Direito;17;Feminino;9518,0;0;0;0,866381719;68,48;3;1;0
Matriculado;2023_01580;2023;Pedagogia;24;Feminino;14518,0;0;1;0,879996112;87,81;0;1;1
Matriculado;2023_01581;2023;Administração;28;Masculino;4101,0;0;0;0,890046465;57,4;1;0;0
Matriculado;2023_01582;2023;Computação;22;Masculino;14700,0;0;0;0,881178082;74,4;1;0;0
Matriculado;2023_01583;2023;Arquitetura;22;Feminino;8388,0;1;1;0,86840421;57,42;1;1;0
Matriculado;2023_01584;2023;Medicina;18;Feminino;2218,0;0;1;0,770426391;57,92;1;1;0
Ingressante;2023_01585;2023;Administração;17;Masculino;11637,0;0;0;0,873685594;33,97;1;1;0
Matriculado;2023_01586;2023;Engenharia;29;Outro;11597,0;1;0;0,657885828;66,51;0;1;0
Matriculado;2023_01587;2023;Engenharia;18;Feminino;14324,0;0;1;0,73014589;66,93;0;0;0
Matriculado;2023_01588;2023;Psicologia;20;Masculino;12120,0;0;0;0,828948594;62,94;3;0;0
Matriculado;2023_01589;2023;Arquitetura;18;Feminino;4033,0;0;0;0,707075259;71,81;1;0;1
Matriculado;2023_01590;2023;Pedagogia;17;Feminino;4154,0;0;0;0,79469137;79,99;2;1;0
Matriculado;2023_01591;2023;Direito;23;Feminino;11218,0;0;1;0,562645374;64,73;0;1;1
Matriculado;2023_01592;2023;Pedagogia;27;Masculino;3668,0;0;0;0,991749137;74,05;0;1;0
Matriculado;2023_01593;2023;Pedagogia;27;Feminino;7333,0;1;0;0,834565502;70,6;0;1;0
Matriculado;2023_01594;2023;Pedagogia;28;Feminino;8947,0;1;0;0,570534599;81,14;1;1;0
Matriculado;2023_01595;2023;Arquitetura;24;Masculino;12300,0;1;1;0,78476681;72,99;0;1;1
Matriculado;2023_01596;2023;Pedagogia;22;Feminino;5910,0;0;0;0,4;92,33;2;1;0
Matriculado;2023_01597;2023;Computação;20;Feminino;11272,0;0;0;0,783973938;68,97;1;0;1
Matriculado;2023_01598;2023;Arquitetura;22;Feminino;14661,0;0;0;0,892542678;50,94;1;1;0
Matriculado;2023_01599;2023;Computação;19;Masculino;11770,0;0;0;0,719245492;83,92;1;1;0
Matriculado;2023_01600;2023;Arquitetura;28;Feminino;7738,0;1;1;0,857642732;74,62;0;1;0
Ingressante;2023_01601;2023;Psicologia;24;Feminino;1388,0;0;1;0,862255966;72,12;0;1;0
Ingressante;2023_01602;2023;Administração;26;Masculino;12561,0;1;1;0,704437452;41,85;1;0;0
Ingressante;2023_01603;2023;Engenharia;29;Masculino;5609,0;0;1;0,796215587;87,33;3;0;1
Matriculado;2023_01604;2023;Pedagogia;29;Feminino;5393,0;0;1;0,645603847;80,02;0;1;0
Matriculado;2023_01605;2023;Psicologia;18;Feminino;8896,0;0;0;0,769092981;69,71;2;1;0
Matriculado;2023_01606;2023;Administração;21;Masculino;5402,0;0;1;0,652106278;22,29;1;1;0
Matriculado;2023_01607;2023;Engenharia;17;Feminino;10735,0;1;0;0,787712169;59,92;2;0;1
Matriculado;2023_01608;2023;Medicina;22;Masculino;2314,0;1;1;0,919038786;93,68;1;0;0
Ingressante;2023_01609;2023;Direito;18;Feminino;12585,0;0;0;0,785404719;72,15;0;1;0
Matriculado;2023_01610;2023;Computação;20;Outro;11558,0;0;1;0,759424171;46,85;0;0;0
Matriculado;2023_01611;2023;Medicina;22;Feminino;8440,0;0;0;0,816304874;56,64;2;0;0
Matriculado;2023_01612;2023;Arquitetura;26;Masculino;14213,0;0;1;0,886378902;59,02;1;1;0
Matriculado;2023_01613;2023;Engenharia;27;Feminino;3531,0;0;1;0,62496426;81,93;1;0;0
Matriculado;2023_01614;2023;Medicina;24;Masculino;1634,0;1;1;0,742959206;42,36;0;0;0
Matriculado;2023_01615;2023;Direito;28;Masculino;9104,0;0;1;0,981691781;80,85;2;0;0
Matriculado;2023_01616;2023;Psicologia;24;Feminino;3185,0;0;0;0,747298087;76,84;1;1;1
Ingressante;2023_01617;2023;Engenharia;27;Feminino;9458,0;1;0;0,829369872;98,63;0;0;0
Ingressante;2023_01618;2023;Medicina;22;Masculino;8442,0;0;1;0,815472054;72,99;0;1;0
Ingressante;2023_01619;2023;Computação;20;Outro;6432,0;0;1;0,905727857;46,41;1;1;0
Matriculado;2023_01620;2023;Computação;24;Feminino;8458,0;0;0;0,746226743;64,27;0;1;0
Ingressante;2023_01621;2023;Administração;29;Masculino;11302,0;0;0;0,96818654;50,12;1;1;0
Ingressante;2023_01622;2023;Medicina;24;Feminino;9500,0;0;0;0,826834159;70,83;0;1;0
Ingressante;2023_01623;2023;Pedagogia;26;Feminino;14646,0;0;0;0,592034157;91,14;1;1;0
Ingressante;2023_01624;2023;Medicina;17;Feminino;1750,0;1;0;0,854279463;52,12;1;0;0
Matriculado;2023_01625;2023;Psicologia;20;Feminino;14113,0;1;0;0,891494862;78,97;1;1;1
Matriculado;2023_01626;2023;Engenharia;20;Feminino;8669,0;1;0;0,683754441;55,71;0;1;0
Ingressante;2023_01627;2023;Engenharia;23;Masculino;12725,0;0;0;0,711838415;41,73;0;1;0
Matriculado;2023_01628;2023;Psicologia;27;Feminino;12299,0;1;0;0,969195122;88,98;2;1;0
Ingressante;2023_01629;2023;Medicina;23;Feminino;5084,0;0;0;0,923657069;68,49;0;0;0
Ingressante;2023_01630;2023;Psicologia;29;Masculino;2839,0;0;0;0,841271147;72,37;2;1;0
Matriculado;2023_01631;2023;Direito;27;Feminino;11498,0;0;1;0,800974402;77,92;1;1;0
Ingressante;2023_01632;2023;Arquitetura;24;Outro;1681,0;0;0;0,853389573;39,48;2;0;0
Ingressante;2023_01633;2023;Psicologia;27;Outro;10469,0;0;1;0,846997492;61,01;1;1;0
Matriculado;2023_01634;2023;Computação;21;Masculino;1546,0;0;1;0,638622872;40,36;1;1;0
Ingressante;2023_01635;2023;Psicologia;23;Masculino;4117,0;1;0;0,765357855;57,14;0;0;0
Ingressante;2023_01636;2023;Engenharia;24;Feminino;4479,0;0;0;0,911791579;82,23;0;1;0
Matriculado;2023_01637;2023;Computação;25;Masculino;7998,0;1;0;0,818511019;71,74;2;1;0
Matriculado;2023_01638;2023;Engenharia;19;Outro;9860,0;0;0;0,721129976;55,74;0;1;0
Matriculado;2023_01639;2023;Administração;19;Masculino;14554,0;0;0;0,879596105;65,37;0;1;0
Matriculado;2023_01640;2023;Pedagogia;20;Masculino;1890,0;0;0;0,841213391;62,81;0;1;0
Matriculado;2023_01641;2023;Engenharia;21;Masculino;12484,0;0;1;0,882579288;69,66;4;1;0
Matriculado;2023_01642;2023;Computação;26;Masculino;7196,0;0;0;0,695135663;55,61;2;0;0
Matriculado;2023_01643;2023;Administração;17;Feminino;7175,0;0;1;0,950580097;63,16;3;1;0
Matriculado;2023_01644;2023;Engenharia;23;Feminino;6873,0;0;0;0,933203628;67,26;0;1;0
Matriculado;2023_01645;2023;Direito;25;Masculino;8617,0;0;1;0,653028143;71,38;1;0;0
Ingressante;2023_01646;2023;Psicologia;24;Masculino;4438,0;1;0;0,697361833;68,29;3;1;1
Matriculado;2023_01647;2023;Pedagogia;21;Feminino;8191,0;0;0;0,73855574;40,42;2;1;1
Matriculado;2023_01648;2023;Engenharia;20;Masculino;9493,0;0;0;0,879830849;46,1;2;0;0
Matriculado;2023_01649;2023;Administração;28;Feminino;6581,0;1;1;0,971583809;74,35;0;1;0
Matriculado;2023_01650;2023;Direito;23;Feminino;13709,0;0;0;0,739714225;61,18;1;1;1
Matriculado;2023_01651;2023;Medicina;21;Feminino;1579,0;1;1;0,873000009;58,33;0;1;0
Matriculado;2023_01652;2023;Administração;23;Outro;4013,0;1;1;0,718878599;61,23;3;1;0
Ingressante;2023_01653;2023;Psicologia;28;Outro;10000,0;1;1;0,892316678;61,21;1;1;0
Matriculado;2023_01654;2023;Administração;17;Outro;11110,0;0;0;0,784469511;38,48;0;1;1
Matriculado;2023_01655;2023;Direito;17;Masculino;12740,0;0;1;0,937273904;90,93;1;0;0
Matriculado;2023_01656;2023;Administração;26;Masculino;9834,0;0;1;0,7121144;63,3;0;1;0
Matriculado;2023_01657;2023;Direito;29;Masculino;13329,0;0;0;0,967844685;65,21;3;1;0
Ingressante;2023_01658;2023;Engenharia;19;Feminino;4639,0;0;0;0,832302108;66,18;0;0;0
Matriculado;2023_01659;2023;Arquitetura;27;Outro;10116,0;0;1;0,840941359;79,43;1;1;0
Matriculado;2023_01660;2023;Direito;18;Feminino;14717,0;1;1;0,935542279;75,25;0;1;0
Ingressante;2023_01661;2023;Direito;18;Masculino;7102,0;0;0;0,812917194;63,87;0;1;1
Ingressante;2023_01662;2023;Pedagogia;23;Outro;4356,0;1;1;0,736716964;51,91;2;0;1
Ingressante;2023_01663;2023;Direito;28;Masculino;10643,0;1;0;0,806772352;83,55;1;1;1
Matriculado;2023_01664;2023;Direito;26;Masculino;3169,0;0;0;0,782528605;65,84;3;1;0
Matriculado;2023_01665;2023;Medicina;18;Masculino;5031,0;0;0;0,823682172;73,92;0;0;0
Matriculado;2023_01666;2023;Arquitetura;27;Masculino;6256,0;0;0;0,761773256;48,73;1;1;0
Matriculado;2023_01667;2023;Engenharia;20;Feminino;1288,0;1;1;0,76221735;74,73;1;0;0
